year,make,model,trim,body,transmission,state,condition,odometer,color,interior,mmr,sellingprice
2013,Hyundai,Elantra,GLS,Sedan,automatic,fl,4.1,23413.0,blue,beige,11950,12300
2009,Chevrolet,Cobalt,LT,Sedan,automatic,nc,3.7,131706.0,black,black,3075,2500
2015,Chevrolet,Tahoe,LT,SUV,automatic,ca,4.2,28531.0,silver,black,42500,43000
2008,Mercedes-Benz,E-Class,E350 4MATIC,Sedan,automatic,va,1.9,84649.0,black,brown,13400,11200
2013,Nissan,Altima,2.5,Sedan,automatic,wi,4.2,84666.0,silver,black,10800,10400
2013,Lexus,ES 350,Base,Sedan,automatic,fl,4.3,25969.0,silver,black,27600,29500
2006,Chevrolet,TrailBlazer,LT,SUV,automatic,in,2.9,127407.0,silver,gray,4700,4100
2012,Nissan,Rogue,S,SUV,automatic,il,2.9,32294.0,gray,black,16800,16900
2002,Mercedes-Benz,E-Class,E320,Wagon,automatic,ga,2,173471.0,silver,gray,1750,2100
2006,BMW,7 Series,750Li,sedan,automatic,ga,1.9,126891.0,silver,gray,7750,7400
2012,Kia,Optima,LX,Sedan,automatic,va,1.9,52546.0,black,black,11350,9100
2012,Ford,Escape,Limited,SUV,automatic,co,3.1,61979.0,gray,beige,15950,16000
2014,Ford,Expedition,XLT,SUV,automatic,mo,3.9,33309.0,red,beige,31100,29900
2013,Hyundai,Accent,GLS,Sedan,automatic,in,2,30593.0,blue,tan,10000,7500
2010,Dodge,Journey,SE,SUV,automatic,il,4.4,22274.0,—,black,10650,10400
2008,Toyota,Prius,Base,Hatchback,automatic,fl,2.9,85568.0,beige,tan,7325,10100
2014,GMC,Terrain,SLE-1,SUV,automatic,mi,4.9,29274.0,red,black,19300,20500
2011,Ford,Fusion,S,Sedan,automatic,or,3.2,69231.0,black,tan,7725,7100
2014,Chevrolet,Cruze,2LT,Sedan,automatic,fl,4,14697.0,white,black,13400,14200
2012,Toyota,Sienna,Base 7-Passenger,Minivan,automatic,fl,4,35767.0,gray,gray,17800,18250
2008,Toyota,Camry Solara,Sport V6,coupe,,pa,4.9,49273.0,white,black,11450,12500
2012,Audi,A4,2.0T Premium,Sedan,automatic,fl,3.1,24014.0,white,gray,19600,19000
2010,Chevrolet,Malibu,LT1,sedan,automatic,ga,2,90715.0,white,black,7025,6300
2007,Jeep,Grand Cherokee,Laredo,SUV,automatic,va,2.1,122266.0,gray,gray,6925,6500
2011,Toyota,Yaris,Base,Hatchback,automatic,tn,4.3,45125.0,gray,gray,7750,8300
2014,Chevrolet,Impala Limited,LT Fleet,Sedan,automatic,ga,3.6,21080.0,silver,gray,12850,14000
1997,Ford,Escort,LX,Wagon,automatic,pa,2,133432.0,gold,tan,425,300
2003,Cadillac,CTS,Base,Sedan,automatic,ca,2.3,206309.0,off-white,beige,950,1650
2007,Nissan,Maxima,3.5 SE,Sedan,,tn,1.9,151988.0,black,gray,4300,5100
2011,Toyota,Prius,Three,Hatchback,automatic,pa,4.4,56219.0,white,gray,13600,14100
2011,Ford,Ranger,SPORT,supercab,,pa,3.8,51064.0,gray,black,16800,17000
2002,Cadillac,Escalade,Base,SUV,,ca,1.7,162046.0,gray,—,5000,5500
2014,Subaru,Outback,2.5i Limited,wagon,automatic,il,4.8,22307.0,white,gray,25800,22300
2009,Cadillac,DTS,Base,Sedan,automatic,il,3.5,126670.0,gold,beige,4950,4900
2007,Hyundai,Santa Fe,Limited,suv,automatic,in,4,88078.0,silver,gray,8025,8800
2011,Dodge,Grand Caravan,Express,Minivan,automatic,co,1.9,87602.0,gray,black,8200,8500
2010,dodge,caravan,cargo,,automatic,mo,3.7,150392.0,white,black,3675,4600
2012,Nissan,Versa,1.6 S,Sedan,automatic,az,3.4,36041.0,black,black,7850,8300
2012,Nissan,Altima,2.5 S,Sedan,,pa,3.8,45800.0,white,black,11400,13400
2011,Buick,LaCrosse,CXS,Sedan,automatic,wi,4.2,51123.0,blue,gray,15900,15300
2014,Toyota,Camry,SE,Sedan,automatic,nc,3.8,21635.0,blue,black,16250,16000
2011,Chevrolet,Silverado 2500HD,LT,crew cab,automatic,az,3.5,111000.0,black,black,26400,29250
2013,Nissan,Armada,SV,SUV,automatic,ga,5,25755.0,white,beige,23700,25800
2012,GMC,Sierra 2500HD,SLE,Crew Cab,automatic,mi,3.6,32160.0,white,black,28900,27000
2013,Ford,E-Series Van,E-150,E-Series Van,,ca,2.4,15825.0,white,gray,18650,19750
2013,Chrysler,200,Touring,Sedan,automatic,tx,4.1,31047.0,white,black,11650,12100
2012,Nissan,Rogue,S,suv,automatic,co,4.6,33863.0,white,black,13300,14700
2013,Nissan,NV Passenger,3500 SV,Van,automatic,oh,4.5,59653.0,white,gray,20800,20400
2010,Mercedes-Benz,S-Class,S550 4MATIC,Sedan,,ga,1.9,93899.0,black,black,27100,29750
2010,Nissan,Sentra,2.0,Sedan,,ca,2,65609.0,—,gray,7000,5750
2010,Ford,F-250 Super Duty,XL,crew cab,automatic,tx,4,76317.0,black,brown,30900,30900
2008,BMW,3 Series,328i,sedan,automatic,fl,3,101503.0,black,beige,8050,8500
2004,Jeep,Grand Cherokee,Laredo,SUV,automatic,tn,2.3,182224.0,gray,gray,1975,2700
2013,Ford,Focus,SE,Hatchback,automatic,nv,3.4,53900.0,gray,black,9150,9200
2014,Ford,Edge,Limited,suv,automatic,il,4.9,33026.0,white,gray,23100,14000
2011,Chevrolet,Malibu,LT1,Sedan,automatic,mo,2.8,77064.0,black,gray,7875,7100
2013,Dodge,Durango,SXT,SUV,automatic,oh,4.8,46403.0,red,black,21700,22500
2010,Chevrolet,Cobalt,LT,Coupe,automatic,fl,,57861.0,red,—,5800,6200
2014,Chrysler,300,C,sedan,,on,4.7,30556.0,gray,black,23600,23300
2014,Volkswagen,Jetta,SE,Sedan,automatic,ga,4.4,8547.0,white,black,13050,14000
2006,chevrolet,hhr,ls,,automatic,nc,3.2,64651.0,gray,beige,3075,6100
1997,,,,,automatic,tx,1,155020.0,silver,gray,775,500
2011,Chevrolet,Cruze,LT Fleet,sedan,automatic,tx,1.9,99438.0,blue,gray,7225,4700
2014,Mercedes-Benz,CLA-Class,CLA250,Sedan,automatic,ca,4.5,13668.0,—,gray,28700,26250
1998,Lexus,LS 400,Base,sedan,automatic,ga,3.7,264965.0,silver,gray,3000,3400
2014,Ford,E-Series Wagon,E-350 Super Duty XLT,Van,automatic,il,4.1,33935.0,white,gray,18150,17800
2012,Nissan,Altima,2.5 S,Sedan,automatic,nc,3.8,87011.0,white,tan,8675,9600
2011,Ford,E-Series Van,E-250,E-Series Van,,nj,3,74601.0,white,gray,11050,12700
2013,Toyota,Camry,LE,Sedan,automatic,fl,4,43225.0,silver,gray,13400,13300
2007,Ford,Expedition,Eddie Bauer,suv,,va,2,132835.0,white,black,9075,8200
2007,Nissan,Versa,1.8 S,Hatchback,manual,hi,2.9,96190.0,white,black,4050,3600
2007,Nissan,Pathfinder,S,suv,automatic,va,1.9,122409.0,black,tan,6225,3400
2004,Dodge,Ram Pickup 1500,SLT,Quad Cab,automatic,ca,2.5,170034.0,white,black,4650,3800
2006,Dodge,Charger,RT,Sedan,automatic,mi,1.9,194605.0,red,beige,4350,3300
2013,Ford,Edge,Limited,suv,automatic,nv,3.8,48954.0,gray,black,19000,18800
2013,Acura,TL,SH-AWD w/Technology Package,Sedan,automatic,tx,2.8,28248.0,silver,black,26800,23400
2014,Ford,Fusion,SE,Sedan,automatic,oh,4.6,34092.0,silver,black,13300,13400
2011,Nissan,Versa,1.8 S,Sedan,automatic,md,2.5,70998.0,gray,black,5350,4500
2012,Honda,Odyssey,EX-L,Minivan,automatic,in,3.6,63510.0,black,gray,19850,20250
2009,Lexus,IS 250,Base,sedan,automatic,va,2.2,60081.0,blue,beige,17250,14900
2008,Toyota,Prius,Base,Hatchback,automatic,ca,4.1,129360.0,blue,beige,5900,6500
2013,Audi,A4,2.0T Premium,Sedan,automatic,ca,2.1,38061.0,white,black,20300,17000
2014,Ford,Fusion,SE,Sedan,automatic,tx,3.4,38716.0,red,black,14100,14200
2012,Nissan,Altima,2.5 S,Sedan,automatic,oh,4.8,40721.0,beige,beige,11600,13800
2012,Dodge,Grand Caravan,SXT,Minivan,automatic,nc,3.6,82773.0,silver,gray,8675,7000
2005,Nissan,Sentra,1.8 S,Sedan,automatic,fl,1.9,120855.0,black,gray,2475,2200
2008,Toyota,Sienna,LE 7-Passenger,Minivan,automatic,ny,,77764.0,gray,—,7975,7400
2006,Toyota,Prius,Base,Hatchback,automatic,nc,4,183290.0,silver,gray,3400,4000
2013,Mazda,Mazda3,i Touring,Sedan,manual,ca,2.9,19802.0,red,black,12750,13000
2008,Honda,Civic,LX,Sedan,manual,fl,2.6,113738.0,silver,gray,6000,4300
2013,Honda,Odyssey,EX,Minivan,automatic,pa,2.7,25448.0,silver,gray,22200,18800
2013,Nissan,Altima,2.5,Sedan,automatic,ca,2.7,24076.0,black,black,14100,13750
2013,Honda,Civic,Si,sedan,manual,in,4.3,23510.0,black,black,18000,17250
2006,Mitsubishi,Outlander,LS,SUV,automatic,fl,3.5,107077.0,white,gray,3775,5100
2002,Chrysler,Sebring,LXi,Coupe,automatic,tx,1,106758.0,red,tan,1075,400
2005,BMW,X5,4.4i,SUV,automatic,ca,3,95654.0,silver,black,7450,7750
2011,Jeep,Liberty,Sport,SUV,automatic,ga,3.6,67947.0,black,black,11200,10500
2010,Honda,Accord,LX-P,sedan,,pa,3.9,76972.0,silver,gray,8600,9900
2011,Ford,Expedition,EL Limited,suv,automatic,fl,3.8,189929.0,black,black,15750,16300
2012,Ford,Fusion,SEL,Sedan,automatic,ca,3.9,30291.0,gray,black,13850,15000
2011,Nissan,Armada,SL,SUV,automatic,pa,4.7,50981.0,blue,beige,19500,19700
2013,Nissan,Altima,2.5,Sedan,automatic,fl,4.4,31391.0,—,black,13800,13200
2004,ford,escape,4x4 v6 xlt,,,pa,4.9,136773.0,beige,beige,2600,3600
2004,,,,,automatic,fl,1.9,126169.0,beige,tan,10550,7400
2008,MINI,Cooper,S,hatchback,manual,ca,2,101663.0,red,black,6175,2700
2012,Kia,Optima,SX,Sedan,,pa,3.9,38432.0,black,black,17200,16000
2013,BMW,7 Series,740Li xDrive,Sedan,,pa,3.5,25910.0,black,black,47000,42250
2012,Mitsubishi,Outlander Sport,SE,SUV,,ga,2.8,44295.0,silver,black,13450,12200
2013,Toyota,Corolla,LE,sedan,automatic,ms,2.9,66255.0,gray,gray,8950,9100
2014,Chrysler,200,LX,Sedan,automatic,tn,4.3,26438.0,gray,gray,11550,11600
2013,Nissan,Altima,2.5,Sedan,automatic,tx,4.4,30710.0,gray,beige,13800,14400
2012,Toyota,Prius v,Three,Wagon,automatic,fl,3.8,40946.0,blue,beige,17050,17200
2014,Ford,Fiesta,SE,Hatchback,automatic,mi,3.7,35079.0,black,black,10200,10200
2010,Jaguar,XK,XKR,Coupe,automatic,fl,3.4,56159.0,silver,beige,31000,27500
2009,Ford,Escape,XLS,SUV,automatic,ca,2.1,72030.0,gray,beige,7175,6500
2013,Nissan,Sentra,SV,Sedan,automatic,fl,4.6,36065.0,blue,black,11300,11800
2013,Volkswagen,Jetta,SE PZEV,Sedan,automatic,ca,4.5,37984.0,white,black,11400,12000
2013,Mercedes-Benz,GL-Class,GL450 4MATIC,SUV,automatic,tn,3.7,41476.0,silver,gray,46800,43700
2014,Lexus,GX 460,Base,SUV,,pa,4.3,20293.0,silver,black,47300,44750
2013,Subaru,Outback,2.5i Limited,wagon,automatic,fl,4.2,21021.0,red,black,23400,24000
2013,Dodge,Dart,SXT,Sedan,automatic,sc,3.6,57407.0,gray,gray,9825,9700
2003,Ford,F-250 Super Duty,XLT,SuperCab,automatic,fl,1.9,123923.0,gray,gray,8100,6400
2003,Toyota,4Runner,SR5,SUV,automatic,tx,3,148837.0,gold,brown,5475,6500
2007,Honda,Odyssey,Touring,minivan,automatic,ma,3.4,115572.0,blue,black,9125,8800
2005,Ford,Five Hundred,Limited,Sedan,automatic,ca,2.7,100639.0,red,beige,3950,5300
2013,Honda,Accord,EX-L,sedan,automatic,in,4.8,43505.0,gray,black,18600,19000
2006,Nissan,Titan,LE,King Cab,automatic,va,2.7,104304.0,blue,gray,7475,4900
2010,Chevrolet,Cobalt,LT,Sedan,automatic,va,3.6,108519.0,white,gray,4550,5500
2009,Dodge,Charger,Base,Sedan,automatic,la,2.5,109561.0,silver,black,6825,6500
2005,Scion,xB,Base,Wagon,automatic,fl,1.9,61050.0,burgundy,black,5575,4200
2003,Ford,Explorer Sport,XLS,SUV,automatic,tx,1.9,143175.0,black,gray,1225,900
2014,Kia,Sorento,LX,SUV,automatic,az,4.3,42042.0,burgundy,black,15400,15000
2005,Nissan,Armada,LE,SUV,automatic,mn,2.4,94363.0,black,black,9725,12200
2011,Mitsubishi,Endeavor,SE,SUV,,pa,3.2,149789.0,brown,black,7475,6300
2012,Ford,Fusion,SE,Sedan,automatic,tx,3.9,52890.0,black,black,10350,11000
2013,Lexus,RX 350,Base,SUV,automatic,wi,3.5,22218.0,black,tan,34200,31900
2012,Ford,Taurus,SEL,sedan,,pa,4.2,21110.0,gray,black,15900,15000
2011,Land Rover,Range Rover Sport,HSE,suv,automatic,ca,2.6,47789.0,black,black,34400,27500
2008,Nissan,Rogue,SL,SUV,,tx,3.5,99335.0,white,gray,7725,8400
2014,Infiniti,Q50,Base,sedan,automatic,nm,4.8,31503.0,silver,black,24200,24200
2012,Nissan,Sentra,2.0 SR,Sedan,automatic,il,3.8,42298.0,silver,gray,9450,9900
2014,Chevrolet,Cruze,LTZ,Sedan,automatic,fl,4,20237.0,blue,black,14850,18500
2014,Ford,Explorer,Limited,SUV,automatic,tn,3.5,59816.0,black,gray,24300,23600
2010,Chevrolet,Silverado 1500,LT,crew cab,automatic,nv,4.2,112728.0,turquoise,gray,18300,18750
2012,MINI,Cooper Clubman,S,Hatchback,manual,ca,4.1,19323.0,white,black,17050,16800
2013,Mercedes-Benz,C-Class,C250,Coupe,automatic,fl,4.4,25798.0,white,beige,24300,25600
2013,Land Rover,Range Rover Evoque,Pure Premium,suv,automatic,tn,4.1,31389.0,black,black,35800,36500
2012,Audi,A8,L 4.2 quattro,Sedan,automatic,ca,4.6,30828.0,white,beige,42300,45250
2013,Ford,Escape,SE,suv,automatic,il,4.7,22192.0,black,gray,16200,16800
2010,Hyundai,Santa Fe,GLS,SUV,automatic,oh,3.9,86877.0,blue,gray,10300,9500
2014,Toyota,Camry,LE,sedan,automatic,ca,1,24922.0,silver,gray,15100,13500
2012,Toyota,Tundra,Tundra,CrewMax Cab,automatic,nv,4.1,36502.0,brown,black,29000,34750
2014,Ford,E-Series Van,E-250,E-Series Van,automatic,fl,3.9,10810.0,white,gray,22200,21500
2013,Nissan,Versa,1.6 S Plus,Sedan,manual,pr,3.7,23931.0,gray,black,9450,8100
2003,,,,,automatic,ca,1.9,152200.0,white,gray,2550,1500
2010,Lexus,RX 450h,Base,SUV,,pa,2.9,99977.0,black,beige,19350,19900
2007,Acura,MDX,Base,SUV,automatic,tx,3.3,98985.0,black,black,14100,12700
2013,Nissan,Altima,2.5,sedan,automatic,ca,3.8,47642.0,—,black,12650,12500
2014,Chevrolet,Express,LS 3500,Van,automatic,sc,4,19708.0,white,gray,23000,22000
2014,Dodge,Charger,SXT,sedan,automatic,il,4,21670.0,white,gray,18200,18800
2005,Hyundai,Tucson,GLS,SUV,automatic,ma,1.9,126765.0,blue,tan,4175,2800
2008,MINI,Cooper,Base,hatchback,automatic,ca,2.8,83638.0,yellow,black,6000,6800
2005,Volkswagen,Jetta,GLS,Sedan,automatic,ca,2.5,85409.0,blue,silver,3250,4400
2014,Toyota,Camry,LE,Sedan,automatic,co,3.7,28196.0,black,gray,14900,15100
2006,Saturn,ION,2,Sedan,automatic,tx,2.7,107526.0,black,gray,2325,2300
2008,Chrysler,300,LX,Sedan,automatic,ca,2.9,123878.0,gray,black,5525,5600
2008,Dodge,Magnum,Base,Wagon,automatic,in,1.9,97626.0,gray,gray,5725,2600
2012,Nissan,Rogue,S,suv,,nj,4.3,30706.0,silver,gray,13050,13000
2006,Dodge,Ram Pickup 2500,Laramie,Quad Cab,automatic,fl,2.5,216911.0,black,gray,15100,15200
2013,Nissan,Murano,SV,SUV,automatic,pa,3.7,55484.0,white,beige,10900,10800
2014,MINI,Cooper,S,Convertible,automatic,oh,4.9,3717.0,blue,—,23200,25000
2013,Nissan,Leaf,SV,hatchback,automatic,ca,4.7,19005.0,red,beige,9300,8700
2014,Ford,E-Series Wagon,E-350 Super Duty XLT,Van,,fl,4.3,14903.0,white,gray,20200,20500
2012,Honda,CR-V,EX-L,SUV,automatic,pa,3.6,28666.0,silver,gray,21700,20600
2015,Chevrolet,Tahoe,LT,SUV,automatic,fl,3.9,13443.0,gold,beige,42000,41900
2004,Infiniti,FX35,Base,SUV,automatic,ga,2.9,124880.0,black,brown,7400,7000
2015,Chevrolet,Tahoe,LT,SUV,automatic,fl,4.7,20255.0,black,black,42100,41800
2008,Chevrolet,Silverado 2500HD,LTZ,Crew Cab,automatic,tx,,97227.0,white,gray,26800,11500
2012,GMC,Acadia,SLT-1,SUV,automatic,oh,2.4,29052.0,white,black,26600,25900
2014,Nissan,Altima,2.5 S,Sedan,automatic,ca,3.7,14327.0,—,beige,15950,15250
2008,Toyota,Tundra,SR5,double cab,automatic,oh,3.5,71535.0,blue,gray,14850,13900
2014,Nissan,Versa,1.6 SV,Sedan,automatic,mo,2,6503.0,white,black,10350,8400
2014,Kia,Optima,LX Hybrid,Sedan,,ga,4.9,9085.0,white,black,17350,17300
2011,Ford,Fiesta,SE,Sedan,automatic,fl,3.5,135072.0,silver,black,4650,3200
2012,Toyota,RAV4,Base,SUV,automatic,ga,3.7,54551.0,silver,gray,14150,14600
2014,Volkswagen,Jetta,SE PZEV,sedan,automatic,mo,3.9,36212.0,silver,black,11350,11700
2014,Dodge,Avenger,SE,Sedan,automatic,ga,4.3,9256.0,black,black,12400,13200
2008,Chevrolet,Silverado 1500,LS,Extended Cab,automatic,wi,3.8,137678.0,gray,black,10750,10000
2014,Ford,Edge,Limited,SUV,automatic,fl,4.5,20589.0,gray,black,24500,23700
2007,Nissan,Quest,3.5 S,minivan,automatic,tx,3.2,78063.0,red,gray,4525,5700
2009,Audi,A8,L quattro,sedan,automatic,fl,3.1,80847.0,blue,beige,21000,20100
2014,Nissan,NV Cargo,3500 S,Van,automatic,oh,4.6,15745.0,white,gray,22300,23000
2014,Chevrolet,Traverse,LT,suv,automatic,il,3.9,27887.0,black,black,26800,27200
2014,Chrysler,Town and Country,Touring,Minivan,automatic,pa,4,30032.0,blue,black,18450,18200
2013,Chevrolet,Malibu,LT,Sedan,automatic,ca,2,52526.0,white,black,12450,10300
2012,Ford,Escape,XLT,suv,automatic,pa,4.1,24740.0,white,gray,16700,16300
2013,Nissan,Sentra,FE+ SV,Sedan,automatic,tx,4.1,53947.0,red,black,10450,10000
2014,GMC,Terrain,SLE-1,SUV,automatic,mi,5,11808.0,black,black,20200,19900
2007,Dodge,Nitro,SXT,SUV,automatic,ny,1.8,74560.0,—,gray,7625,4000
2012,Hyundai,Elantra,GLS,sedan,automatic,oh,4,45108.0,red,tan,9550,9900
1994,,,,,automatic,oh,2,282328.0,white,beige,1150,500
2014,Mazda,CX-5,Touring,SUV,automatic,mi,5,8868.0,red,black,22200,23100
2011,Ford,F-150,FX4,SuperCrew,automatic,oh,3.9,28022.0,black,gray,30000,25200
2013,Hyundai,Elantra GT,Base,Hatchback,manual,tn,4.4,46483.0,—,blue,12150,13000
2013,Ford,Escape,SE,SUV,automatic,ma,3.6,64208.0,silver,tan,13000,11500
2008,Ford,Fusion,S,Sedan,automatic,va,2.1,118621.0,white,tan,3775,4700
2011,Ford,Escape,XLS,SUV,automatic,ca,3.3,33270.0,black,gray,11600,12750
2010,Ford,Ranger,SPORT,SuperCab,automatic,co,4.5,36757.0,black,gray,15500,15800
2013,Nissan,Altima,2.5,Sedan,,ca,4.4,18265.0,black,black,14800,12750
2008,Ford,Fusion,SE,Sedan,automatic,ga,3.5,113881.0,black,black,4525,5000
2002,Mercedes-Benz,S-Class,S600,sedan,automatic,fl,2.8,78513.0,silver,gray,5075,6200
2009,Dodge,Challenger,SE,Coupe,automatic,va,3.7,118849.0,black,black,10700,11100
2012,Ford,Escape,Limited,SUV,automatic,ny,5,14161.0,gray,black,19800,19400
2014,Ford,Focus,SE,Sedan,automatic,md,4.8,23339.0,gray,gray,11350,11000
2011,Subaru,Impreza,Outback Sport,hatchback,manual,nj,3.1,149295.0,gray,black,9350,6250
2003,Honda,Civic,LX,Sedan,manual,ny,,174700.0,blue,gray,2200,1500
2012,Ford,Focus,SEL,Hatchback,,nj,3.4,24775.0,blue,tan,12000,12100
2011,Honda,CR-Z,Base,Hatchback,manual,nv,3.4,52425.0,red,gray,9350,8600
2012,Lincoln,MKS,Base,sedan,automatic,oh,4.3,48848.0,black,beige,20700,21400
2005,,,,,automatic,va,2.5,137590.0,gray,gray,6725,5000
2012,GMC,Sierra 2500HD,SLE,crew cab,,pa,4,73778.0,white,gray,21900,23500
2012,Chevrolet,Equinox,LS,SUV,automatic,tx,3.5,61686.0,white,gray,12400,11000
2014,Ford,Mustang,V6,coupe,automatic,fl,4.4,29556.0,black,black,17750,17500
2014,Chevrolet,Impala Limited,LT Fleet,Sedan,automatic,il,4,8756.0,black,gray,14000,14000
2009,BMW,3 Series,335i,sedan,,pa,3.4,110333.0,—,beige,10850,11600
2013,Toyota,Tundra,Limited,CrewMax Cab,automatic,oh,4.4,14178.0,black,brown,35900,37400
2004,Hyundai,Sonata,GLS,Sedan,automatic,nc,2,167700.0,blue,beige,1250,1400
2013,Chevrolet,Cruze,1LT,Sedan,automatic,nj,3.8,62438.0,white,black,9800,9300
2012,Mercedes-Benz,C-Class,C350 Sport,sedan,automatic,ga,2.8,63134.0,—,black,20500,18500
2000,Volvo,V70,XC,Wagon,automatic,md,3.7,145253.0,black,beige,1225,700
2012,Toyota,Prius,Three,Hatchback,automatic,nj,3.9,45132.0,red,gray,13350,13500
2014,Chrysler,Town and Country,Touring,Minivan,automatic,fl,4,25209.0,silver,black,19000,18600
2008,Dodge,Charger,Base,Sedan,automatic,tx,1.9,87048.0,silver,black,7475,5000
2012,Toyota,Camry,LE,Sedan,automatic,fl,4.3,34720.0,blue,beige,13200,14100
2005,Infiniti,G35,Base,Coupe,manual,ca,1.9,126142.0,gray,black,6650,4900
2013,BMW,5 Series,ActiveHybrid 5,Sedan,automatic,ca,3.7,11393.0,—,gray,34500,33500
2013,Lincoln,MKX,Base,SUV,automatic,oh,4.1,31665.0,gray,black,26800,26200
2005,,,,,automatic,va,2.8,91272.0,blue,black,3575,4700
2015,Dodge,Journey,SXT,suv,automatic,pa,4,13089.0,gray,black,20800,20500
2012,BMW,6 Series,650i,Convertible,automatic,ca,3.9,29369.0,red,—,46500,45500
2012,Nissan,Altima,2.5,Sedan,automatic,oh,4.7,48559.0,black,black,11450,14600
2014,Ford,Escape,SE,SUV,automatic,tx,4.5,33963.0,silver,gray,16400,16300
2005,Lincoln,Aviator,Luxury,SUV,,il,4.2,197735.0,gray,beige,1925,2500
2010,Scion,xB,Base,Wagon,automatic,nj,2.8,92832.0,black,black,7875,6600
2012,Hyundai,Sonata,GLS,Sedan,automatic,ca,4.3,36240.0,gray,gray,11550,12500
2012,Chrysler,200,Touring,Sedan,automatic,mo,2.8,40513.0,red,gray,9700,9400
2005,Dodge,Ram Pickup 1500,SLT,Regular Cab,automatic,tx,2.7,81355.0,black,black,8475,6300
2006,Jeep,Liberty,Sport,suv,automatic,nv,3.7,81251.0,blue,gray,6400,6700
2008,MINI,Cooper,Base,Hatchback,manual,wa,3.6,89385.0,blue,black,5900,7000
2007,BMW,3 Series,328i,Sedan,automatic,fl,2.9,121279.0,black,tan,6925,5200
2004,BMW,3 Series,325xi,Sedan,automatic,ny,,152895.0,black,gray,2950,3000
2012,Audi,A6,3.0T Premium quattro,Sedan,automatic,ca,4,17966.0,gray,black,35900,36500
2006,Chevrolet,Cobalt,LT,Sedan,automatic,nj,1.9,137585.0,purple,gray,2700,1025
2013,Nissan,Altima,2.5,Sedan,automatic,fl,4.6,19510.0,brown,black,14300,15600
2014,Chrysler,Town and Country,Touring,Minivan,automatic,fl,4.2,37109.0,silver,black,17300,17600
2015,Chevrolet,Silverado 2500HD,LT,Crew Cab,automatic,tx,3,20105.0,white,black,41400,42250
2014,Toyota,Camry,SE,sedan,automatic,mo,3.6,19912.0,green,black,16000,15800
2013,Chevrolet,Cruze,LS,Sedan,automatic,wi,3.5,29848.0,white,gray,10350,10500
2004,Toyota,Highlander,Base,SUV,automatic,ga,2.1,164700.0,blue,gray,5600,5700
2010,Ford,Focus,SEL,Sedan,automatic,ca,3.1,77438.0,gray,black,6975,7400
2012,Nissan,Rogue,SV,SUV,automatic,nj,3.9,25002.0,white,black,15100,15100
2012,Nissan,Rogue,S,SUV,automatic,il,3.8,13541.0,gray,black,15650,16600
2014,Mercedes-Benz,C-Class,C250 Sport,Sedan,automatic,ca,4.4,9955.0,gray,black,26100,26000
2003,Nissan,Maxima,SE,Sedan,automatic,tx,2,154968.0,white,gray,2025,500
2008,Toyota,Tundra,Limited,CrewMax Cab,automatic,nj,,149130.0,gray,—,17400,17600
2000,Honda,Accord,EX V6,Coupe,automatic,ca,1.9,214020.0,green,beige,1350,1700
2008,Chevrolet,Impala,LT,Sedan,automatic,fl,4.2,67473.0,red,gray,6650,8500
2011,Lexus,IS 250,Base,Sedan,automatic,fl,1.9,48774.0,red,black,18800,16800
2013,Toyota,Camry Hybrid,XLE,Sedan,automatic,nc,2.1,62098.0,black,gray,15500,14200
2011,Ram,1500,ST,Quad Cab,automatic,nj,2.9,205831.0,white,black,11600,6800
2007,Dodge,Grand Caravan,SE,Minivan,automatic,ca,2,116977.0,silver,gray,2950,2650
2012,Ford,F-150,FX4,SuperCrew,automatic,oh,4.7,62772.0,blue,gray,27700,22000
2012,Toyota,Sienna,LE 8-Passenger,Minivan,automatic,fl,2.8,44995.0,—,gray,17050,16400
2012,Chevrolet,Malibu,LS Fleet,Sedan,automatic,ca,1.9,60000.0,white,gray,9050,8000
2012,Nissan,Versa,1.6 S,Sedan,automatic,ny,,48476.0,black,gray,8200,6300
2010,Chevrolet,Tahoe,LT,SUV,automatic,fl,3.7,68817.0,black,black,21600,21600
2010,Jeep,Wrangler,Unlimited Sahara,SUV,automatic,ga,4.1,76545.0,blue,gray,20700,22600
2008,Chevrolet,Silverado 1500,Work Truck,crew cab,automatic,mn,1.9,88534.0,burgundy,black,18400,13400
2012,Toyota,Camry,SE,Sedan,automatic,fl,4.4,32677.0,white,black,14800,15100
2009,Pontiac,G6,GT,Sedan,automatic,va,3,107847.0,gray,black,4725,3900
2006,Honda,Odyssey,EX-L,Minivan,automatic,ca,2,112469.0,white,beige,6250,7500
2014,Ford,Edge,Sport,SUV,automatic,fl,2.7,23748.0,white,gray,29300,28000
2009,Jeep,Patriot,Sport,SUV,automatic,nv,2.9,81032.0,red,beige,6000,7200
2012,Toyota,Corolla,LE,Sedan,automatic,oh,3.8,23660.0,silver,gray,11800,12200
2002,Ford,Explorer,XLT,SUV,automatic,pa,3,167228.0,red,gray,1575,1100
2014,Ford,Focus,SE,Sedan,automatic,il,4.8,42358.0,red,gray,11500,11200
2012,Ford,Escape,Limited,SUV,automatic,tn,5,20383.0,blue,black,18050,18700
2012,Mercedes-Benz,CLS-Class,CLS550,sedan,automatic,fl,2.9,38291.0,—,black,39900,31400
2014,Infiniti,QX50,Journey,SUV,,pa,4.8,7565.0,burgundy,beige,33300,32000
2006,Nissan,Armada,SE,suv,automatic,tx,1.9,187901.0,silver,black,4750,3300
